ADAPLAN,BIKERACK,DESTINAT_A,DESTINAT_B,DESTINAT_C,DESTINAT_D,EQPLAN,FARMEBT,FARMMRKT,FARMPOLICY_A,FARMPOLICY_B,FARMPOLICY_C,FARMPOLICY_D,FARMPOLICY_E,FEMMAT,FEMWEEK,FEMWORK,FOODCOUN,FOODSEC,GENMANDATE,GENPLAN,GENPLANUP,GENPLANYR,GOVSTRUCT_A,GOVSTRUCT_B,GOVSTRUCT_C,GOVSTRUCT_D,GOVSTRUCT_E,GOVSTRUCT_F,HEALTHFOOD_A,HEALTHFOOD_B,HEALTHFOOD_C,HLTHFOODLOW,LEADTEST,LOCALTAC,LOWINCOME,NR_adj_wt,OBPLAN_A,OBPLAN_B,OBPLAN_C,OBPLAN_D,OBPLAN_E,OBPLAN_F,OBPLAN_G,OTHAGREE,OTHCONTRACT,OTHFOOD,OTHGOV,OTHOWN,OTHPLAN_A,OTHPLAN_B,OTHPLAN_C,OTHPLAN_D,OTHPLAN_E,OTHSERVE,PAGOV_A,PAGOV_B,PAGOV_C,PARKPOL_A,PARKPOL_B,PARKPOL_C,PARKPOL_D,PARKPOL_E,PARKPOL_F,PHCOUNC_A,PHCOUNC_B,POPULATIONSIZE,POVERTY_BINARY,PUBAUTH,PUBCOMM_A,PUBCOMM_B,PUBCOMM_C,PUBCOMM_D,PUBCOMM_E,PUBCURRENT,PUBDEMAND,PUBLOC_A,PUBLOC_B,PUBLOC_C,PUBLOC_D,PUBLOC_E,PUBMODES,PUBMULTI,PUBSPECS,PUBTOD,PUBTRANS,REGION,REPTAC_A,REPTAC_B,SCHDOOR,SCHJOINT,SCHREC,SNAP,STOREOPEN_A,STOREOPEN_B,STOREOPEN_C,STRATUMC,STREETADOPT,STREETCOMP,STREETFORM,STREETGOV,STREETMEAS,STREETREVISE,STREETZERO,SU_ID,ZONECODE_A,ZONECODE_B,ZONECODE_C,ZONECODE_D,ZONECODE_E,ZONECODE_F,ZONECODE_G,ZONELOC,ZONEPOL,ZONEREM,ZONEREP_A,ZONEREP_B
1,2,97,97,97,97,77,97,4,1,2,2,2,2,1,3,77,97,2,77,1,1,4,2,2,2,1,2,2,2,2,2,97,2,2,97,5.0810550459,1,1,1,1,77,1,77,97,97,2,97,97,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,77,2,2,2,2,6,97,77,77,97,97,97,77,22004191,77,77,77,77,77,77,77,1,77,1,2,1
77,2,1,1,1,1,2,2,1,1,2,1,2,2,2,97,2,97,2,97,77,97,97,2,2,1,1,2,2,2,2,2,97,77,2,3,5.0810550459,77,2,2,2,1,1,1,97,97,2,97,97,2,1,1,2,77,2,2,2,1,1,1,1,1,1,1,97,97,3,2,3,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,97,97,97,97,77,2,2,1,1,6,97,2,2,97,97,97,1,22004192,1,2,2,77,77,1,1,1,2,3,2,1
2,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,1,97,2,77,1,1,3,2,2,2,2,2,2,2,2,2,97,1,2,97,5.0810550459,77,1,1,1,2,1,1,97,97,1,2,97,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,97,97,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,1,22004193,2,1,1,2,2,1,2,1,2,3,2,1
77,2,1,2,1,1,4,97,2,1,2,2,2,2,2,97,2,97,2,77,1,5,4,2,2,2,1,2,2,77,77,77,97,1,2,2,5.0810550459,2,2,2,2,2,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,1,77,6,97,2,1,97,97,97,2,22004195,2,2,77,77,2,1,77,1,2,77,2,1
3,2,97,97,97,97,4,97,3,1,77,2,2,2,1,1,77,97,77,2,1,4,3,2,1,2,1,2,2,2,2,2,97,1,2,2,5.0810550459,1,1,1,1,77,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,2,1,1,2,6,97,2,2,97,97,97,2,22004196,2,1,2,2,2,1,2,1,2,2,2,2
3,2,97,97,97,97,4,2,1,1,1,1,2,2,2,97,1,1,1,77,1,1,1,2,1,2,1,2,2,2,2,2,97,2,2,97,5.0810550459,77,2,1,1,1,2,2,97,97,2,97,97,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,3,1,1,2,2,2,2,6,97,2,2,97,97,97,2,22004197,2,2,2,2,2,2,2,1,2,3,2,1
1,2,1,1,1,1,3,2,1,1,2,2,1,2,2,97,2,2,1,97,2,97,97,1,1,1,1,2,2,2,2,2,97,1,2,2,5.0810550459,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,2,2,2,1,98,1,1,1,1,1,1,1,1,2,2,2,1,2,97,97,3,1,1,98,1,1,2,6,97,2,2,97,97,97,1,22004199,1,2,1,2,2,1,2,1,2,2,2,1
2,2,1,2,2,2,4,2,1,1,2,2,2,2,1,3,1,97,2,2,1,5,2,1,1,2,1,1,2,2,2,2,97,1,1,2,5.0810550459,2,1,1,2,2,1,1,97,97,2,97,97,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,97,97,3,2,3,2,2,2,1,1,1,1,1,2,2,2,2,97,2,2,2,2,2,1,1,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004200,2,1,1,2,2,1,2,1,2,3,2,1
1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,97,2,1,1,1,2,2,1,1,1,1,1,2,2,2,97,2,2,97,5.0810550459,1,2,2,2,1,1,1,97,97,2,97,97,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,97,97,3,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,97,97,1,1,1,2,2,2,2,6,4,1,1,3,2,2,2,22004201,77,77,77,2,2,77,1,1,2,3,1,1
1,2,97,97,97,97,3,2,1,2,2,2,2,2,1,3,1,97,2,1,1,1,2,2,1,2,1,2,2,2,2,2,97,1,2,3,5.0810550459,2,2,1,2,1,2,1,97,97,2,97,97,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,1,1,6,97,2,2,97,97,97,2,22004209,2,2,2,1,2,1,1,1,2,3,2,1
2,2,97,97,97,97,4,2,1,1,1,2,2,2,1,3,1,97,2,2,1,5,77,2,1,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,1,2,1,1,1,97,97,2,97,97,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,2,2,2,2,6,97,2,2,97,97,97,2,22004214,2,2,1,1,1,1,1,1,2,3,2,1
2,2,1,1,1,77,4,97,2,2,2,2,2,2,1,1,1,97,2,2,1,4,1,2,1,2,1,1,2,2,2,2,97,1,1,97,5.0810550459,1,1,1,2,1,98,2,97,97,2,97,97,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,97,97,3,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,1,1,1,1,1,1,2,2,2,6,97,2,2,97,97,97,2,22004215,2,2,2,2,2,2,1,2,2,3,97,97
98,2,97,97,97,97,2,2,1,2,2,2,2,2,1,77,2,97,2,2,1,2,2,2,1,1,1,2,2,2,2,2,97,2,2,97,5.0810550459,2,2,1,1,2,2,1,97,97,2,97,97,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,97,97,3,2,1,1,2,2,1,77,1,2,1,2,3,2,3,97,2,2,2,2,2,97,97,97,97,3,2,2,2,2,6,97,2,2,97,97,97,1,22004216,2,2,2,2,1,1,2,1,2,2,2,2
1,2,97,97,97,97,4,97,4,2,2,2,2,2,1,1,1,2,1,97,2,97,97,2,1,1,1,2,2,2,2,2,97,1,2,3,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,2,97,97,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004217,1,2,1,2,2,2,2,1,2,3,2,1
3,2,1,77,1,77,77,2,1,1,77,1,2,2,77,97,77,97,2,97,2,97,97,2,2,1,1,1,77,2,2,2,97,77,2,97,5.710173913,2,98,98,98,98,98,98,97,97,2,97,97,2,77,1,1,77,2,2,77,2,1,1,1,1,2,2,97,97,2,2,2,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,77,2,97,97,77,77,1,2,2,2,2,6,97,2,2,97,97,97,2,22004219,2,2,2,2,1,1,2,2,77,2,97,97
1,2,97,97,97,97,77,97,3,77,77,77,77,77,77,97,77,97,2,97,2,97,97,1,2,2,1,2,2,2,2,2,97,1,2,77,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,2,77,77,2,2,2,2,2,1,1,1,1,1,1,1,97,97,3,1,77,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,2,77,1,2,77,6,97,2,2,97,97,97,2,22004221,77,77,77,77,77,77,77,1,77,3,2,2
3,2,97,97,97,97,4,97,4,2,2,2,2,2,1,3,1,97,2,2,1,1,1,2,1,2,2,2,2,2,2,2,97,1,2,97,5.0810550459,1,2,2,1,2,2,2,97,97,2,97,97,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,97,97,3,1,2,1,2,2,1,2,1,77,3,3,3,1,1,97,2,2,2,2,2,97,97,97,97,2,2,2,2,2,6,1,1,2,1,2,1,2,22004223,2,1,1,1,1,1,2,1,2,1,2,1
2,2,97,97,97,97,4,97,4,1,2,2,2,2,2,97,2,97,2,97,2,97,97,2,2,2,1,2,2,2,2,2,97,1,2,2,5.0810550459,1,2,1,2,1,2,1,97,97,2,97,97,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004224,2,2,1,2,2,2,2,1,2,2,2,1
77,2,97,97,97,97,77,97,4,2,77,77,77,2,2,97,1,97,77,97,77,97,97,98,98,98,1,98,98,2,2,2,97,77,2,97,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,77,2,2,2,2,2,2,2,2,1,1,1,2,1,1,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,77,97,97,97,1,2,97,97,1,1,1,77,2,2,2,6,97,77,2,97,97,97,2,22004225,77,2,1,2,2,1,1,1,2,2,2,1
3,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,2,97,2,97,2,97,97,2,2,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,97,97,97,97,97,97,97,97,97,1,2,97,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,77,97,97,97,2,22004230,2,2,2,2,2,2,2,1,2,1,2,1
77,2,97,97,97,97,4,2,1,1,2,2,2,2,2,97,2,97,2,97,2,97,97,1,1,2,1,2,2,2,2,2,97,2,2,3,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,97,97,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004232,2,2,1,1,2,2,2,1,2,1,2,1
3,2,97,97,97,97,4,97,4,2,2,2,2,2,77,97,2,97,77,2,1,5,3,2,2,2,1,2,2,2,2,2,97,1,98,98,5.0810550459,98,98,98,98,98,98,98,97,97,2,97,97,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004233,2,1,2,2,2,2,2,1,2,2,2,1
3,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,2,97,2,97,2,97,97,2,1,2,1,2,2,2,2,2,97,2,2,97,5.710173913,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004239,2,2,2,2,2,2,2,1,2,2,2,1
77,77,97,97,97,97,2,97,77,77,77,77,77,77,77,97,77,97,77,97,77,97,97,2,1,98,1,2,77,77,77,77,97,77,77,97,5.710173913,1,1,1,1,1,1,1,97,97,1,77,97,1,2,1,1,2,77,77,77,1,1,1,1,1,1,1,97,97,2,2,77,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,77,77,77,77,77,6,97,77,77,97,97,97,77,22004240,77,77,77,77,77,77,77,1,77,77,77,77
77,2,97,97,97,97,77,97,3,2,2,2,2,2,77,97,77,77,1,77,1,1,1,2,2,2,2,2,2,2,2,2,97,77,2,97,5.0810550459,77,77,77,77,77,77,77,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,77,77,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,3,2,2,2,2,6,97,2,77,97,97,97,77,22004244,2,2,2,2,2,2,2,1,2,77,2,1
1,1,97,97,97,97,4,2,1,1,77,1,2,2,1,3,1,97,2,97,2,97,97,2,1,2,1,2,2,2,2,2,97,1,1,1,5.0810550459,1,1,1,2,1,1,1,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,97,97,3,1,3,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,1,1,1,1,1,2,1,98,98,6,97,2,2,97,97,97,2,22004248,2,2,2,1,2,2,1,1,1,3,2,2
1,1,97,97,97,97,4,2,1,1,2,2,2,2,1,1,2,97,2,97,2,97,97,1,1,2,1,2,2,2,2,2,97,2,1,97,5.0810550459,98,98,98,98,98,98,98,97,97,1,2,97,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,97,97,3,2,1,97,97,97,97,97,2,2,1,1,1,2,2,97,2,2,2,2,2,1,1,97,97,2,2,2,2,2,6,1,1,1,1,1,5,2,22004253,2,1,1,2,2,1,2,1,2,3,2,1
77,77,97,97,97,97,77,97,4,77,77,77,77,77,77,97,77,97,77,97,77,97,97,2,2,2,2,2,2,77,77,77,97,1,2,97,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,77,2,2,2,2,2,1,1,1,77,97,97,3,2,77,97,97,97,97,97,77,77,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,77,77,77,77,77,6,97,77,77,97,97,97,77,22004255,77,77,77,77,77,77,1,1,77,3,77,77
2,2,97,97,97,97,3,97,2,2,1,2,2,2,1,3,2,97,2,97,2,97,97,2,2,2,2,2,2,1,2,2,1,1,2,1,5.710173913,2,98,1,2,2,2,2,97,97,1,2,97,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,97,97,2,1,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,98,1,1,1,6,97,2,2,97,97,97,2,22004259,2,2,2,2,2,2,2,1,2,1,2,1
2,2,97,97,97,97,77,97,4,2,2,77,2,2,2,97,1,97,77,97,2,97,97,2,2,2,2,2,2,2,2,2,97,1,77,97,5.0810550459,97,97,97,97,97,97,97,97,97,2,97,97,77,2,2,77,2,2,77,2,2,2,1,1,1,2,2,97,97,3,1,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,98,98,1,77,2,2,2,6,77,1,77,77,2,5,77,22004262,77,2,2,1,1,1,2,1,2,3,2,2
1,2,1,1,1,1,4,97,4,1,2,2,2,2,2,97,1,97,2,2,1,5,5,2,1,2,1,1,2,2,2,2,97,1,2,97,5.0810550459,98,98,98,98,98,98,98,97,97,2,97,97,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,97,97,3,2,3,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004265,2,2,2,2,2,2,2,1,2,3,2,2
2,2,1,2,2,2,4,2,1,2,2,2,2,2,2,97,2,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,97,1,2,2,5.0810550459,2,2,2,2,2,2,2,97,97,1,2,97,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,77,77,3,2,1,97,97,97,97,97,2,1,1,2,2,2,2,97,2,2,2,2,2,97,97,97,97,2,2,1,1,2,6,97,2,2,97,97,97,2,22004267,1,2,2,2,2,1,2,1,2,2,2,2
77,1,1,1,1,1,4,2,1,1,2,2,2,2,2,97,2,1,1,77,1,1,77,2,1,1,1,2,2,2,2,2,97,77,1,3,5.0810550459,2,2,2,1,1,2,2,97,97,2,97,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,3,2,3,2,2,2,1,98,1,1,98,98,98,98,98,2,2,2,2,1,2,1,1,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004269,2,2,1,2,2,1,2,1,2,3,2,1
77,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,2,97,2,77,1,1,1,2,1,2,1,2,2,2,2,2,97,1,2,98,5.0810550459,2,2,2,2,2,1,1,97,97,1,2,97,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,1,2,2,6,97,77,77,97,97,97,2,22004271,77,2,77,1,2,1,2,1,2,2,2,2
3,2,97,97,97,97,4,97,4,1,2,2,2,2,1,77,2,97,2,1,1,3,3,2,2,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,2,2,2,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,97,97,3,2,2,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004277,2,1,1,77,2,2,2,1,2,2,2,1
3,2,97,97,97,97,4,2,1,1,2,2,2,2,1,2,1,97,2,1,1,2,2,2,1,2,1,2,2,2,2,2,97,2,2,97,5.0810550459,2,2,2,1,2,2,2,97,97,2,97,97,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004278,2,2,2,2,2,1,2,1,2,3,2,1
77,2,97,97,97,97,77,97,4,77,2,2,2,2,1,77,77,97,2,1,1,1,4,2,1,2,1,2,2,2,2,2,97,2,2,97,5.0810550459,77,77,77,1,1,77,77,97,97,2,97,97,1,1,1,2,2,2,2,2,2,1,1,1,1,77,1,97,97,3,2,77,97,97,97,97,97,3,2,97,97,97,97,97,77,97,97,97,1,2,97,97,1,1,1,2,2,2,2,6,97,77,77,97,97,97,77,22004280,2,2,2,77,77,1,2,1,2,2,2,1
3,2,1,77,1,77,4,97,3,1,2,1,1,2,2,97,1,97,2,1,1,4,4,1,1,2,1,2,2,2,2,2,97,1,2,97,5.710173913,1,1,1,1,1,1,1,97,97,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,1,97,97,97,97,97,1,97,97,97,1,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004282,1,1,1,1,1,1,1,1,1,2,2,1
77,2,97,97,97,97,4,97,3,2,2,2,2,2,1,77,77,97,2,1,1,2,3,2,1,2,1,1,2,2,2,2,97,2,2,97,5.710173913,2,2,1,2,1,2,1,97,97,2,97,97,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,77,22004283,2,2,2,1,2,2,2,1,2,2,2,1
77,2,97,97,97,97,77,97,4,1,2,2,2,2,1,77,2,97,77,1,1,2,2,2,1,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,2,2,2,2,2,97,97,2,97,97,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,77,77,97,97,97,77,22004284,2,2,1,2,2,1,2,1,2,3,2,1
3,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,1,97,2,1,1,1,5,1,1,2,1,2,2,2,2,2,97,1,2,2,5.0810550459,2,2,1,1,2,2,2,97,97,1,2,97,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,2,97,97,97,97,2,2,1,2,2,6,97,2,2,97,97,97,2,22004287,1,2,2,1,2,1,2,1,2,2,2,2
2,2,97,97,97,97,4,2,1,1,1,2,2,2,2,97,1,97,2,1,1,1,3,2,1,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,1,1,1,1,1,97,97,2,97,97,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,2,2,2,2,2,2,2,97,2,2,2,2,2,97,97,1,1,1,2,2,2,2,6,97,2,77,97,97,97,2,22004292,2,2,2,2,1,1,1,1,1,2,2,2
77,2,97,97,97,97,4,97,3,2,2,2,2,2,2,97,1,97,2,1,1,1,77,2,1,2,2,2,2,2,2,2,97,77,2,97,5.0810550459,77,1,1,1,77,1,77,97,97,1,2,97,1,2,1,2,2,2,98,77,1,1,1,1,2,2,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,1,1,1,2,2,2,2,6,97,77,77,97,97,97,2,22004293,2,2,2,2,2,1,2,1,2,3,2,1
2,2,97,97,97,97,77,97,2,1,77,77,2,2,77,97,77,97,2,77,1,1,1,77,1,2,2,2,2,2,2,2,97,1,2,97,5.710173913,1,1,1,1,77,77,1,97,97,2,97,97,1,77,1,77,77,2,2,77,1,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,3,77,97,97,97,97,97,77,97,97,97,1,2,97,97,97,97,2,2,2,2,2,6,97,77,77,97,97,97,77,22004297,77,1,1,77,2,1,2,1,2,3,2,1
3,2,97,97,97,97,4,97,4,1,2,2,2,2,1,2,2,97,2,97,2,97,97,2,1,2,1,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,1,2,2,2,2,97,97,2,97,97,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004298,2,2,2,2,2,2,2,1,2,2,2,1
77,2,97,97,97,97,77,97,2,1,1,2,1,2,1,3,2,97,77,77,1,5,2,2,1,2,1,2,2,2,2,2,97,77,1,97,5.710173913,2,1,1,1,2,1,1,97,97,2,97,97,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,97,97,2,2,77,1,2,2,2,2,1,77,1,3,3,77,77,2,77,2,2,1,2,2,1,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004300,2,2,1,1,2,1,2,1,2,3,2,1
77,77,97,97,97,97,2,2,1,2,2,2,2,2,77,97,2,97,77,77,1,4,77,2,2,2,2,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,1,1,1,2,1,97,97,2,97,97,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,77,2,2,2,2,6,97,77,2,97,97,97,2,22004301,2,2,2,77,2,2,1,1,1,2,77,77
1,1,97,97,97,97,2,2,1,1,77,2,77,77,1,2,1,97,77,77,1,2,2,2,1,1,1,1,1,2,2,2,97,1,2,97,5.0810550459,77,77,1,1,1,77,1,97,97,1,2,97,1,1,1,1,1,2,1,1,77,1,1,1,1,1,1,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,77,97,97,97,1,2,97,97,1,1,1,2,2,2,2,6,97,77,77,97,97,97,77,22004303,1,1,1,1,1,1,1,1,2,3,1,1
1,77,1,2,2,2,2,97,4,1,2,2,2,2,2,97,2,97,2,1,1,5,3,2,1,2,1,2,2,2,2,2,97,1,2,97,5.710173913,98,2,1,1,1,77,2,97,97,1,2,97,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,97,97,2,2,1,97,97,97,97,97,3,1,97,97,97,97,97,1,97,97,97,1,2,97,97,1,2,1,2,2,2,2,6,2,1,2,1,2,2,2,22004305,2,2,1,2,2,2,2,1,2,3,2,1
1,2,97,97,97,97,4,97,2,2,2,2,2,2,2,97,2,97,2,1,1,1,3,2,2,1,2,2,2,2,2,2,97,1,2,97,5.0810550459,2,2,1,2,1,1,2,97,97,2,97,97,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,97,97,3,2,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,2,2,6,97,2,2,97,97,97,2,22004306,2,2,2,2,2,2,2,1,1,3,2,2
2,1,97,97,97,97,4,97,3,1,2,2,2,2,2,97,1,97,77,1,1,2,3,1,1,2,1,2,2,2,2,2,97,1,2,2,5.0810550459,2,2,98,1,2,2,2,97,97,1,2,97,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,2,97,97,97,97,2,2,1,1,1,6,97,2,2,97,97,97,77,22004307,2,98,1,77,2,1,2,1,2,1,2,1
1,2,97,97,97,97,77,2,1,1,2,2,2,2,1,77,1,97,2,1,1,4,5,98,1,98,1,98,98,2,2,2,97,1,2,97,5.0810550459,2,2,1,1,77,77,1,97,97,2,97,97,1,77,1,77,2,2,2,2,2,1,1,1,77,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,77,2,97,97,97,97,2,2,2,2,2,6,97,77,77,97,97,97,77,22004310,2,1,77,77,2,1,1,1,2,3,2,2
77,2,97,97,97,97,77,97,4,2,2,2,2,2,1,2,77,97,2,77,1,2,3,1,1,77,1,1,77,2,2,2,97,1,2,2,5.0810550459,2,2,77,77,77,77,77,97,97,2,97,97,1,77,1,77,77,2,2,2,2,2,1,1,1,2,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,2,97,97,97,97,2,2,2,1,2,6,97,2,2,97,97,97,2,22004312,2,2,2,2,2,1,2,1,2,3,2,1
