ADAPLAN,BIKERACK,DESTINAT_A,DESTINAT_B,DESTINAT_C,DESTINAT_D,EQPLAN,FARMEBT,FARMMRKT,FARMPOLICY_A,FARMPOLICY_B,FARMPOLICY_C,FARMPOLICY_D,FARMPOLICY_E,FEMMAT,FEMWEEK,FEMWORK,FOODCOUN,FOODSEC,GENMANDATE,GENPLAN,GENPLANUP,GENPLANYR,GOVSTRUCT_A,GOVSTRUCT_B,GOVSTRUCT_C,GOVSTRUCT_D,GOVSTRUCT_E,GOVSTRUCT_F,HEALTHFOOD_A,HEALTHFOOD_B,HEALTHFOOD_C,HLTHFOODLOW,LEADTEST,LOCALTAC,LOWINCOME,NR_adj_wt,OBPLAN_A,OBPLAN_B,OBPLAN_C,OBPLAN_D,OBPLAN_E,OBPLAN_F,OBPLAN_G,OTHAGREE,OTHCONTRACT,OTHFOOD,OTHGOV,OTHOWN,OTHPLAN_A,OTHPLAN_B,OTHPLAN_C,OTHPLAN_D,OTHPLAN_E,OTHSERVE,PAGOV_A,PAGOV_B,PAGOV_C,PARKPOL_A,PARKPOL_B,PARKPOL_C,PARKPOL_D,PARKPOL_E,PARKPOL_F,PHCOUNC_A,PHCOUNC_B,POPULATIONSIZE,POVERTY_BINARY,PUBAUTH,PUBCOMM_A,PUBCOMM_B,PUBCOMM_C,PUBCOMM_D,PUBCOMM_E,PUBCURRENT,PUBDEMAND,PUBLOC_A,PUBLOC_B,PUBLOC_C,PUBLOC_D,PUBLOC_E,PUBMODES,PUBMULTI,PUBSPECS,PUBTOD,PUBTRANS,REGION,REPTAC_A,REPTAC_B,SCHDOOR,SCHJOINT,SCHREC,SNAP,STOREOPEN_A,STOREOPEN_B,STOREOPEN_C,STRATUMC,STREETADOPT,STREETCOMP,STREETFORM,STREETGOV,STREETMEAS,STREETREVISE,STREETZERO,SU_ID,ZONECODE_A,ZONECODE_B,ZONECODE_C,ZONECODE_D,ZONECODE_E,ZONECODE_F,ZONECODE_G,ZONELOC,ZONEPOL,ZONEREM,ZONEREP_A,ZONEREP_B
77,77,97,97,97,97,4,97,3,1,77,77,2,2,77,97,77,97,77,1,1,1,5,1,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,77,77,1,1,2,1,77,97,97,2,97,97,1,1,1,77,2,2,1,77,1,77,1,1,1,2,2,97,97,2,2,1,1,2,2,77,77,1,77,77,77,77,77,77,97,77,77,2,77,4,97,97,1,1,1,2,2,2,2,4,97,77,77,97,97,97,77,41009245,77,77,77,77,1,1,77,1,2,2,2,1
77,2,97,97,97,97,4,97,4,2,2,2,2,2,2,97,1,97,77,1,1,4,5,2,1,2,2,2,2,2,2,2,97,2,2,97,3.8719232231,77,1,1,1,2,2,2,97,97,2,97,97,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,97,97,3,2,1,1,2,1,2,2,1,2,77,77,77,77,77,77,77,2,77,1,4,97,97,97,97,3,77,2,2,2,4,97,2,2,97,97,97,2,41009247,1,1,1,1,2,1,2,1,2,2,2,1
2,1,97,97,97,97,4,97,4,2,2,2,1,2,2,97,1,1,1,1,1,1,5,2,1,2,1,2,2,2,2,2,97,2,2,97,3.8719232231,1,1,1,2,2,2,1,97,97,2,97,97,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,3,2,1,1,2,2,1,2,1,2,2,2,1,2,2,97,2,1,2,2,4,97,97,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009249,2,2,1,2,2,1,2,1,2,2,2,1
77,1,97,97,97,97,77,97,4,2,2,2,2,2,2,97,1,97,2,1,1,77,5,1,1,77,1,2,2,2,2,2,97,1,2,97,3.3526290275,98,98,1,98,98,98,98,97,97,2,97,97,2,2,1,2,2,2,2,2,1,2,1,1,1,77,77,97,97,2,2,2,1,2,2,2,2,1,98,98,98,98,98,98,97,2,2,2,2,4,97,97,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009250,2,2,1,77,2,1,1,2,2,77,97,97
77,1,97,97,97,97,2,97,4,2,2,2,2,2,1,4,1,97,2,1,1,2,5,2,2,2,1,2,2,2,2,2,97,77,2,97,3.3526290275,2,2,1,1,2,2,1,97,97,2,97,97,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,97,97,2,2,1,1,2,2,1,98,1,77,3,3,77,77,77,77,1,1,1,1,4,97,97,97,97,2,77,2,2,2,4,97,2,2,97,97,97,98,41009251,77,77,1,1,77,1,77,1,2,77,2,2
2,2,97,97,97,97,4,2,1,2,2,2,2,2,2,97,1,97,2,1,1,5,5,2,1,2,2,2,2,2,2,2,97,1,2,97,3.8719232231,1,2,1,2,2,1,2,97,97,2,97,97,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,4,97,97,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009253,2,2,2,2,2,2,2,1,2,3,2,2
1,1,97,97,97,97,77,97,4,2,2,2,2,2,2,97,1,2,1,1,1,2,2,1,1,2,2,77,77,2,2,2,97,1,2,97,3.8719232231,1,1,1,1,77,1,77,97,97,2,97,97,1,1,77,1,77,2,1,2,1,1,1,1,1,1,1,77,77,3,2,3,1,2,2,2,2,1,2,1,3,1,1,2,97,1,77,2,2,4,97,97,1,1,1,2,2,2,2,4,2,1,1,1,77,77,77,41009255,1,1,1,1,1,1,2,2,2,3,97,97
1,2,97,97,97,97,4,97,3,2,2,2,2,2,1,3,2,97,2,1,1,2,5,2,1,2,1,2,2,2,2,2,97,2,2,97,3.3526290275,1,2,1,1,2,1,1,97,97,2,97,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,97,97,2,2,1,1,2,2,2,2,1,2,3,3,1,1,1,97,2,1,2,2,4,97,97,97,97,2,2,2,2,2,4,2,1,2,1,1,2,2,41009257,2,2,2,2,2,2,2,1,2,2,2,2
3,1,97,97,97,97,4,97,3,2,2,2,2,2,2,97,1,97,77,1,1,1,5,2,1,2,2,2,2,2,2,2,97,1,2,2,3.3526290275,77,1,1,1,77,2,1,97,97,2,97,97,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,97,97,2,2,1,1,2,2,1,77,1,2,3,3,2,2,2,1,2,1,2,1,4,97,97,97,97,2,77,2,1,2,4,97,2,2,97,97,97,2,41009259,2,1,1,1,1,1,2,1,2,2,2,2
77,1,1,77,1,1,2,2,1,1,2,2,1,2,1,77,1,97,77,1,1,1,5,2,1,2,2,2,2,1,2,2,2,2,1,2,3.3526290275,1,1,1,2,2,1,77,97,97,2,97,97,1,1,2,1,77,2,1,1,1,1,1,1,77,2,2,97,97,2,1,1,2,2,2,1,98,1,1,1,2,1,77,1,1,2,2,2,1,4,2,1,97,97,2,77,2,1,2,4,4,1,2,1,77,1,2,41009260,2,1,1,1,1,1,2,1,2,3,1,1
3,1,1,2,1,1,2,77,1,1,1,1,1,2,2,97,1,97,2,1,1,1,5,1,1,1,1,2,2,2,2,2,97,1,1,97,3.8719232231,1,1,1,1,1,1,1,97,97,2,97,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,97,97,3,2,1,97,97,97,97,97,2,1,3,2,1,1,3,1,2,2,2,1,4,2,1,97,97,3,2,2,2,2,4,97,2,2,97,97,97,2,41009262,1,1,1,1,1,1,2,1,1,2,2,1
77,1,1,1,1,1,77,2,1,1,77,77,77,77,2,97,77,97,77,1,1,77,5,1,1,2,1,2,77,77,77,77,97,77,2,97,3.3526290275,77,77,1,1,2,1,77,97,97,2,97,97,1,1,1,1,77,2,1,1,1,1,2,1,1,77,77,97,97,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,97,2,77,77,2,4,97,97,3,1,1,77,77,77,77,4,97,77,2,97,97,97,2,41009263,77,2,2,1,2,1,77,1,77,3,2,1
77,1,97,97,97,97,3,97,3,2,2,2,2,2,1,3,1,97,2,1,1,1,5,1,1,1,1,2,2,2,2,1,2,77,1,2,3.3526290275,1,1,1,1,2,1,2,97,97,2,97,77,98,98,1,2,2,1,1,1,2,2,2,1,1,2,1,97,97,2,1,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,2,1,1,4,2,1,97,97,77,2,1,1,2,4,4,1,2,1,2,3,77,41009266,1,1,1,1,1,1,2,1,2,2,1,1
77,1,97,97,97,97,4,97,3,2,2,2,2,2,2,97,1,77,1,1,1,5,5,2,1,2,1,2,2,2,2,2,97,2,2,2,3.3526290275,2,1,1,1,1,2,2,97,97,2,97,97,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,77,77,2,2,1,1,2,2,1,98,1,2,2,3,3,2,2,97,2,2,2,2,4,97,97,97,97,2,2,2,1,1,4,97,2,2,97,97,97,2,41009267,2,1,1,1,1,1,2,1,2,2,2,1
2,2,1,1,1,1,4,2,1,1,2,2,2,2,2,97,1,97,77,1,1,3,77,2,1,2,1,2,2,2,2,2,97,77,2,97,3.3526290275,77,2,2,2,1,2,1,97,97,2,97,97,1,77,77,2,2,2,2,2,1,1,1,1,1,1,1,97,97,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,97,2,2,2,2,4,97,97,97,97,2,1,2,2,2,4,97,77,77,97,97,97,2,41009268,2,2,1,2,2,1,2,1,2,3,2,1
2,1,1,1,1,1,3,97,4,2,2,2,2,2,1,77,1,97,2,1,1,1,5,2,1,1,2,2,2,2,2,2,97,2,2,97,3.3526290275,1,1,1,1,1,1,1,97,97,2,97,97,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,97,97,2,2,1,1,2,2,1,98,1,1,3,2,1,2,1,1,1,2,77,1,4,97,97,1,1,1,2,2,2,2,4,1,1,2,1,77,77,2,41009269,2,1,1,2,2,1,1,1,2,2,2,1
1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,4,1,2,1,1,1,1,5,1,1,2,1,2,2,2,2,2,97,2,2,97,3.3526290275,1,1,1,1,2,2,2,97,97,1,2,97,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,4,97,97,97,97,2,2,2,2,2,4,3,1,2,1,1,1,2,41009271,1,1,1,1,1,1,1,1,2,2,2,1
1,1,1,77,1,77,77,77,1,1,77,77,77,1,1,3,1,97,77,77,1,1,5,1,1,1,1,2,2,2,2,2,97,1,1,1,4.09077584,1,1,1,1,1,77,77,97,97,1,2,97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,97,97,1,2,1,1,1,2,1,77,1,1,1,1,1,1,1,1,1,1,1,1,4,77,1,97,97,77,2,1,77,1,4,1,1,77,1,77,1,1,41009274,1,1,1,1,1,1,77,1,1,77,77,1
77,2,1,1,1,1,77,2,1,1,2,1,1,1,2,97,1,1,1,77,1,4,3,2,1,2,1,2,2,2,2,2,97,1,1,2,3.3526290275,1,1,1,1,1,2,2,97,97,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,97,97,97,97,97,3,1,97,97,97,97,97,97,97,97,97,2,4,1,1,1,1,1,2,1,1,2,4,97,77,77,97,97,97,77,41009276,2,1,1,2,2,1,2,1,2,1,1,1
1,2,97,97,97,97,4,2,1,2,1,1,2,2,1,4,1,97,2,1,1,4,5,1,1,2,1,2,2,2,2,2,97,2,1,97,3.8719232231,2,2,1,1,1,2,1,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,97,97,3,2,1,1,2,2,1,98,1,2,3,3,2,1,1,1,2,2,2,1,4,2,1,97,97,2,2,2,2,2,4,1,1,2,1,2,1,2,41009277,2,1,1,2,1,1,1,1,2,3,2,1
1,1,77,77,77,77,4,1,1,2,2,2,2,1,1,77,77,2,1,1,1,1,5,1,1,2,1,2,2,2,2,2,97,2,2,97,3.3526290275,1,1,1,1,77,2,77,97,97,2,97,97,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,97,97,1,1,1,2,2,2,2,4,1,1,1,1,2,5,2,41009278,2,1,1,2,2,1,2,1,2,2,2,2
2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,3,1,97,2,1,1,4,5,1,1,1,1,2,2,2,2,2,97,77,2,97,3.3526290275,1,1,1,1,2,2,1,97,97,2,97,97,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,97,97,2,2,1,97,97,97,97,97,2,1,3,3,3,3,3,97,2,2,2,2,4,97,97,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009283,1,2,2,1,2,1,2,1,1,2,2,2
1,1,97,97,97,97,4,97,4,1,2,2,1,1,1,3,1,1,1,1,1,2,5,1,1,1,2,2,2,2,2,2,97,1,1,77,4.09077584,77,1,1,1,77,77,77,97,97,1,2,97,1,1,1,2,2,2,1,1,1,1,1,1,77,1,1,1,1,1,2,1,1,2,2,77,98,1,2,1,3,1,1,1,1,1,1,2,1,4,98,77,97,97,77,2,1,2,1,4,77,1,1,1,77,77,1,41009284,1,1,1,1,1,1,77,1,2,2,2,77
1,1,97,97,97,97,3,2,1,1,2,2,2,2,2,97,1,97,2,1,1,1,5,1,1,2,1,2,2,2,2,2,97,2,1,97,3.3526290275,1,1,1,1,1,2,1,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,4,2,1,1,1,1,2,2,2,2,4,4,1,2,1,2,1,2,41009285,1,1,1,1,1,1,2,1,2,3,2,1
77,1,97,97,97,97,4,97,3,2,77,2,2,2,2,97,1,97,2,77,1,77,77,1,1,77,1,2,2,2,2,2,97,1,2,97,3.3526290275,77,77,1,1,2,77,1,97,97,2,97,97,77,1,1,77,2,2,1,2,77,77,2,1,1,77,77,97,97,2,2,1,1,2,2,1,77,1,2,2,2,3,77,77,77,77,77,77,1,4,97,97,97,97,2,2,2,2,2,4,97,77,77,97,97,97,77,41009286,77,77,77,77,2,77,1,1,2,77,2,2
1,1,1,2,1,1,4,1,1,1,2,2,2,2,2,97,2,97,2,1,1,3,5,1,1,1,1,2,2,2,2,1,2,1,1,2,3.3526290275,1,1,1,1,2,2,1,97,97,2,97,97,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,97,97,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,2,1,4,4,1,2,1,1,1,1,41009287,1,1,1,2,2,1,2,1,1,3,1,1
3,1,1,1,1,1,4,2,1,1,2,2,2,2,2,97,1,97,2,1,1,2,5,2,1,2,2,2,2,2,2,2,97,2,2,97,3.3526290275,2,2,1,1,1,1,2,97,97,1,2,97,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,97,97,2,2,3,1,2,2,1,2,1,1,1,2,1,2,1,97,2,2,2,2,4,97,97,97,97,2,1,2,2,2,4,97,2,2,97,97,97,2,41009291,2,1,1,1,1,1,2,1,2,3,2,2
77,77,97,97,97,97,77,77,1,77,77,77,77,77,1,4,77,97,77,1,1,5,5,2,1,2,2,2,2,2,2,2,97,1,2,97,3.3526290275,2,2,77,77,2,77,77,97,97,2,97,97,1,1,77,77,2,2,77,2,77,1,1,1,77,1,1,97,97,2,1,3,1,2,2,1,98,1,2,77,77,77,77,77,97,1,77,2,77,4,97,97,97,97,2,77,2,2,2,4,97,2,77,97,97,97,77,41009292,77,77,1,77,77,1,77,1,2,3,2,1
77,1,97,97,97,97,4,77,1,1,2,1,1,2,2,97,77,97,77,1,1,1,5,1,1,2,1,2,2,2,2,2,97,2,2,97,3.3526290275,2,1,1,1,2,2,1,97,97,2,97,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,97,97,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,97,97,97,97,2,77,2,2,2,4,97,2,2,97,97,97,2,41009293,1,1,1,2,2,1,2,1,2,3,2,2
3,2,97,97,97,97,2,2,1,1,2,2,1,2,1,3,2,97,2,1,1,4,5,1,1,2,1,2,2,2,2,2,97,2,2,97,3.8719232231,1,1,1,1,1,2,2,97,97,2,97,97,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,97,97,3,2,1,1,2,2,2,2,1,2,3,2,2,2,1,1,2,2,2,1,4,97,97,97,97,2,2,2,2,2,4,1,1,2,1,1,1,2,41009294,1,2,1,1,2,1,2,1,1,3,2,1
1,98,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,97,77,1,1,1,5,1,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,1,1,1,1,1,1,1,97,97,2,97,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,97,97,2,2,1,1,2,1,1,98,1,1,1,2,1,1,1,1,1,1,1,1,4,97,97,1,1,1,98,2,2,2,4,97,77,1,97,97,97,2,41009295,1,1,1,1,1,1,1,1,1,1,2,2
1,2,97,97,97,97,77,97,3,77,77,77,77,77,1,77,1,97,77,1,1,3,5,1,1,2,1,2,2,77,77,77,97,77,77,97,3.3526290275,1,1,1,1,2,2,1,97,97,1,77,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,97,97,2,2,3,1,2,2,2,98,1,2,1,2,1,1,2,1,2,1,2,1,4,97,97,97,97,77,77,77,77,77,4,5,1,2,1,1,3,2,41009296,2,2,1,2,2,2,2,1,2,2,2,2
77,1,97,97,97,97,3,97,4,1,2,2,2,2,2,97,1,97,77,1,1,1,5,1,1,2,1,2,2,2,2,1,2,2,2,2,3.3526290275,1,1,1,1,1,2,2,97,97,2,97,97,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,97,97,2,2,1,1,2,2,2,2,1,2,77,3,2,2,3,1,2,1,1,1,4,97,97,97,97,3,2,2,2,1,4,4,1,1,1,2,1,2,41009298,1,1,1,1,1,1,2,1,2,2,2,1
77,1,97,97,97,97,4,97,4,2,2,2,2,2,1,3,1,97,2,1,1,2,5,2,1,2,2,2,2,2,2,2,97,1,2,97,3.8719232231,1,2,1,2,2,77,2,97,97,2,97,97,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,97,97,3,2,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,4,97,97,1,1,1,2,2,2,2,4,97,2,2,97,97,97,2,41009299,2,2,1,1,2,1,2,1,2,2,2,2
1,2,97,97,97,97,2,2,1,1,1,1,1,2,2,97,2,97,2,1,1,1,5,1,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,2,1,1,1,1,2,2,97,97,2,97,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,97,97,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,97,97,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009301,1,1,2,2,2,1,2,1,2,3,2,2
1,2,97,97,97,97,3,2,1,1,2,2,2,2,1,1,1,97,77,1,1,1,5,1,1,2,1,2,2,2,2,2,97,2,1,97,3.3526290275,1,1,1,1,1,2,2,97,97,1,2,97,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,97,97,2,2,1,1,1,1,1,98,1,2,2,2,2,1,1,1,1,2,1,1,4,1,1,3,1,1,2,2,2,2,4,97,2,2,97,97,97,1,41009306,2,1,1,1,1,1,2,1,2,3,2,1
2,2,97,97,97,97,3,2,1,1,1,2,2,2,2,97,1,97,77,1,1,2,4,1,1,2,1,2,2,2,2,2,97,1,1,3,3.3526290275,1,1,1,1,1,1,1,97,97,2,97,97,1,1,1,2,2,2,1,1,1,1,2,1,2,1,1,97,97,2,2,1,97,97,97,97,97,3,2,97,97,97,97,97,1,97,97,97,1,4,2,1,97,97,2,2,1,2,2,4,97,2,2,97,97,97,2,41009308,2,2,2,1,2,1,2,1,2,3,2,1
77,2,1,77,1,77,4,2,1,1,1,1,1,2,1,77,1,97,2,1,1,5,1,1,1,2,1,1,77,2,2,2,97,2,1,97,3.3526290275,2,1,1,1,1,1,1,97,97,1,2,97,1,1,1,1,2,77,1,1,2,2,2,1,1,2,1,97,97,2,2,1,97,97,97,97,97,3,1,97,97,97,97,97,2,97,97,97,1,4,2,1,97,97,2,2,2,2,2,4,97,2,2,97,97,97,2,41009312,1,1,1,1,1,1,2,1,1,3,2,1
77,2,77,77,77,77,77,2,1,77,77,77,77,77,2,97,1,97,2,77,1,77,77,2,1,2,1,2,98,77,77,77,97,1,2,97,3.3526290275,77,77,1,1,77,77,77,97,97,2,97,97,1,1,1,77,2,2,77,77,77,1,1,1,1,1,1,97,97,2,2,77,1,2,2,1,98,1,1,1,3,1,1,1,97,77,77,77,77,4,97,97,97,97,77,2,77,77,77,4,97,77,77,97,97,97,77,41009314,77,77,1,77,77,77,77,1,77,3,77,77
1,2,97,97,97,97,4,2,1,1,2,2,2,2,1,1,1,97,2,1,1,3,5,1,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,1,1,1,2,2,2,2,97,97,2,97,97,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,97,97,2,2,1,1,2,2,2,2,1,2,77,2,77,77,2,2,2,2,2,1,4,97,97,97,97,2,2,2,2,2,4,77,1,2,1,2,3,2,41009315,2,1,77,2,2,1,2,1,2,2,2,2
1,2,97,97,97,97,3,2,1,2,2,1,2,2,1,1,2,97,2,1,1,4,2,1,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,1,77,1,1,1,1,1,97,97,1,2,97,1,1,1,1,2,2,2,1,1,2,1,1,98,1,1,97,97,2,1,1,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,4,97,97,97,97,2,2,2,2,2,4,1,1,1,1,77,4,2,41009316,2,2,2,2,2,1,2,1,77,1,2,2
2,1,77,77,77,77,4,2,1,2,2,2,2,2,2,97,1,97,2,1,1,2,4,1,1,1,1,2,2,2,2,2,97,2,2,3,3.3526290275,1,1,1,1,2,2,1,97,97,2,97,97,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,1,1,3,3,2,1,97,2,2,2,2,4,97,97,97,97,2,2,1,2,1,4,97,2,2,97,97,97,2,41009317,2,1,1,1,1,1,1,1,2,3,2,1
2,2,1,3,1,1,4,97,4,2,2,2,2,2,2,97,1,97,77,77,1,3,4,2,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,2,2,1,1,2,1,1,97,97,2,97,97,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,4,97,97,3,1,1,77,2,2,2,4,97,2,2,97,97,97,2,41009318,1,1,2,2,2,2,2,1,2,2,2,1
77,2,97,97,97,97,4,77,1,2,2,2,2,2,2,97,1,97,77,1,1,4,5,2,1,2,1,2,2,2,2,2,97,98,2,97,3.3526290275,1,1,2,1,2,2,2,97,97,2,97,97,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,97,97,2,2,2,1,1,2,1,77,1,2,77,77,77,77,77,97,77,77,77,2,4,97,97,3,98,1,2,2,2,2,4,97,2,2,97,97,97,2,41009321,2,2,2,2,2,1,77,1,2,3,2,1
1,1,1,3,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,2,97,1,1,2,3.3526290275,1,1,1,1,2,1,1,97,97,2,97,97,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,98,2,2,1,1,98,1,1,98,1,1,1,3,3,3,1,1,1,1,1,1,4,98,1,3,1,1,1,1,2,2,4,3,1,1,4,1,1,2,41009322,1,1,1,1,1,1,1,1,1,3,98,1
1,1,97,97,97,97,2,97,3,2,2,2,2,2,1,3,1,97,77,1,1,2,1,2,1,1,1,2,2,2,2,2,97,1,2,1,3.3526290275,1,1,1,1,2,2,1,97,97,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,77,97,97,2,2,2,1,1,1,1,98,1,2,1,3,1,1,2,97,1,1,1,2,4,97,97,97,97,2,2,2,2,1,4,97,2,1,97,97,97,2,41009325,2,1,1,1,1,1,2,1,2,2,2,2
77,2,97,97,97,97,1,2,1,2,2,2,2,2,77,97,77,97,2,97,2,97,97,2,2,2,2,2,2,2,2,2,97,2,2,97,3.3526290275,97,97,97,97,97,97,97,97,97,2,97,97,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,97,97,2,1,3,97,97,97,97,97,3,2,97,97,97,97,97,97,97,97,97,2,4,97,97,3,1,1,2,2,2,2,4,97,2,2,97,97,97,2,41009327,2,2,2,2,2,2,2,2,2,3,97,97
3,1,97,97,97,97,4,2,1,1,2,2,1,2,1,1,1,97,2,1,1,1,5,1,1,1,1,98,98,2,2,2,97,1,2,97,3.3526290275,1,1,1,1,1,2,1,97,97,1,2,2,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,97,97,2,2,1,1,1,1,1,98,1,2,1,1,1,1,1,1,1,2,1,1,4,97,97,3,1,1,2,2,2,2,4,2,1,2,1,2,1,2,41009328,1,1,1,1,1,1,2,1,2,2,2,1
77,2,97,97,97,97,4,97,4,2,2,2,2,2,77,97,77,97,2,1,1,1,2,2,1,2,1,2,2,2,2,2,97,2,2,97,3.3526290275,1,1,1,1,2,1,2,97,97,77,97,77,98,1,1,1,98,1,1,1,2,77,77,1,1,1,1,97,97,2,2,1,1,2,2,77,77,1,2,77,3,77,77,77,97,2,2,2,77,4,97,97,97,97,2,2,2,2,2,4,1,1,2,1,2,1,2,41009330,2,1,2,1,1,2,2,1,2,2,2,2
1,1,1,77,1,1,2,2,1,1,2,2,1,2,2,97,1,97,2,1,1,2,5,1,1,2,1,2,2,2,2,2,97,1,1,97,4.09077584,2,1,1,1,2,2,1,97,97,1,2,97,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,97,97,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,2,1,1,1,1,2,2,2,2,4,97,2,2,97,97,97,2,41009332,2,1,1,1,1,1,2,1,2,2,2,1
2,2,97,97,97,97,77,97,3,1,2,2,2,2,1,3,1,97,2,77,1,1,1,1,1,1,1,2,2,2,2,2,97,1,2,3,3.3526290275,1,2,1,1,2,2,1,97,97,1,2,97,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,97,97,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,77,2,2,2,1,4,97,97,1,2,1,2,1,2,2,4,97,77,2,97,97,97,2,41009337,2,1,1,2,2,1,2,1,2,3,2,2
2,2,97,97,97,97,2,97,4,1,2,1,2,2,1,2,1,97,2,97,2,97,97,2,2,2,1,2,2,2,2,2,97,1,1,97,3.3526290275,1,1,1,2,2,2,1,97,97,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,97,97,2,2,3,97,97,97,97,97,3,2,97,97,97,97,97,2,97,97,97,1,4,2,1,3,1,1,2,2,2,2,4,97,2,1,97,97,97,2,41009339,2,2,1,2,2,1,2,1,2,2,2,1
1,2,97,97,97,97,77,97,4,2,2,2,2,2,2,97,1,97,2,2,1,5,4,2,1,2,1,2,2,2,2,2,97,1,2,97,3.3526290275,77,1,1,1,2,2,2,97,97,1,2,2,1,77,2,1,2,1,1,2,1,2,2,1,1,1,1,97,97,2,2,1,1,2,2,1,2,1,2,3,3,1,1,1,1,2,2,2,1,4,97,97,97,97,2,2,2,2,2,4,4,1,1,1,77,2,77,41009340,1,1,1,1,2,1,2,1,2,3,2,2
